<DATE>,<DES>,<OPEN>,<HIGH>,<LOW>,<CLOSE>
2005-01-03,1,97.81,97.81,96.16,96.16
2005-01-04,0,96.16,96.71,95.05,96.71
2005-01-05,0,96.71,96.71,94.5,94.5
2005-01-06,0,93.39,93.39,88.42,88.42
2005-01-07,0,82.89,85.1,82.34,82.34
2005-01-10,1,81.24,81.24,78.2,78.47
2005-01-11,1,78.75,81.24,78.75,80.13
2005-01-12,1,80.13,80.13,78.47,78.47
2005-01-13,1,79.02,79.58,73.77,75.71
2005-01-14,1,75.16,76.54,74.6,75.71
2005-01-17,1,76.26,77.09,74.6,75.43
2005-01-18,0,75.43,75.43,71.29,72.12
2005-01-19,0,72.12,73.77,70.74,72.67
2005-01-20,0,71.84,77.64,71.84,77.64
2005-01-21,1,78.47,80.13,77.64,77.64
2005-01-24,0,77.64,77.92,76.54,76.54
2005-01-25,0,76.54,77.09,73.5,74.6
2005-01-26,1,75.43,79.58,75.43,79.58
2005-01-27,0,80.96,81.79,80.13,80.13
2005-01-28,1,80.13,85.66,80.13,85.66
2005-01-31,0,86.76,88.97,86.21,88.42
2005-02-01,0,88.42,88.42,85.66,86.21
2005-02-02,0,87.31,89.52,86.21,86.21
2005-02-03,0,86.76,87.31,85.1,85.1
2005-02-14,0,86.76,87.31,81.79,82.62
2005-02-15,1,82.62,85.1,82.06,84.0
2005-02-16,1,84.55,89.52,84.55,89.52
2005-02-17,1,89.52,94.5,88.42,91.18
2005-02-18,0,91.73,97.26,91.73,97.26
2005-02-21,1,102.23,103.89,100.58,103.89
2005-02-22,0,105.0,106.66,102.23,103.89
2005-02-23,0,102.79,105.0,100.58,103.89
2005-02-24,1,103.89,109.97,102.23,103.34
2005-02-25,1,104.45,105.55,97.26,98.92
2005-03-01,1,98.92,99.75,97.26,98.92
2005-03-02,1,98.92,102.23,98.64,98.92
2005-03-03,0,98.92,100.85,98.37,100.58
2005-03-04,0,100.85,103.34,99.47,100.58
2005-03-07,0,101.68,101.96,99.2,99.47
2005-03-08,1,100.58,101.68,98.92,99.2
2005-03-09,1,99.47,101.13,99.2,100.02
2005-03-10,1,100.58,103.89,100.58,102.51
2005-03-11,0,103.34,103.62,100.58,101.13
2005-03-14,1,99.75,101.13,98.92,98.92
2005-03-15,1,98.92,99.75,93.12,95.05
2005-03-16,0,93.95,95.6,93.95,94.77
2005-03-17,1,94.5,94.77,92.01,92.56
2005-03-18,1,92.56,93.67,92.01,93.39
2005-03-21,0,93.95,96.43,93.12,96.16
2005-03-22,1,96.43,96.43,93.12,93.39
2005-03-23,0,93.39,93.67,91.73,93.39
2005-03-24,0,93.67,95.05,92.84,92.84
2005-03-25,1,92.84,95.88,92.29,95.6
2005-03-28,1,96.71,100.02,96.16,98.64
2005-03-29,0,98.37,98.37,95.88,96.71
2005-03-30,1,96.71,98.37,95.05,95.05
2005-03-31,1,96.71,98.92,96.16,96.71
2005-04-01,0,97.26,97.26,94.5,97.26
2005-04-04,1,97.26,98.92,96.16,97.26
2005-04-06,1,98.37,100.3,96.98,98.92
2005-04-07,1,99.75,102.51,99.47,101.41
2005-04-08,1,103.62,108.31,102.79,108.31
2005-04-11,1,108.31,108.31,103.89,103.89
2005-04-12,0,103.89,108.59,101.96,108.31
2005-04-13,0,108.31,108.87,106.66,108.31
2005-04-14,1,107.21,113.29,107.21,110.52
2005-04-15,0,109.97,113.56,109.14,110.52
2005-04-18,0,103.34,106.66,102.79,102.79
2005-04-19,1,100.58,102.79,98.37,101.68
2005-04-20,1,103.34,105.0,101.13,105.0
2005-04-21,0,103.34,106.66,103.34,106.66
2005-04-22,1,108.87,108.87,105.55,106.66
2005-04-25,1,106.66,107.21,105.27,105.55
2005-04-26,0,106.1,106.66,104.45,104.72
2005-04-27,1,104.72,104.72,101.96,102.23
2005-04-28,0,101.96,104.45,101.68,102.79
2005-04-29,0,109.97,109.97,104.45,104.45
2005-05-03,1,105.55,108.04,104.72,107.21
2005-05-04,1,108.31,108.31,104.17,104.45
2005-05-05,1,106.1,107.48,103.89,107.48
2005-05-06,0,107.48,114.94,107.21,114.94
2005-05-09,1,116.6,117.71,113.84,115.5
2005-05-10,1,114.94,116.05,111.63,112.18
2005-05-11,0,112.18,114.94,111.08,114.94
2005-05-12,1,114.94,116.05,113.29,116.05
2005-05-13,0,116.33,122.41,116.33,118.81
2005-05-16,1,120.47,120.47,117.98,118.26
2005-05-17,1,120.19,122.41,119.37,119.92
2005-05-18,0,120.47,120.47,119.09,119.37
2005-05-19,0,121.58,122.96,119.64,119.64
2005-05-20,0,119.64,120.19,116.05,116.33
2005-05-23,1,116.33,117.71,116.05,116.33
2005-05-24,0,117.16,117.43,114.12,116.33
2005-05-25,0,116.6,116.6,114.39,116.05
2005-05-26,0,114.39,118.26,114.39,117.98
2005-05-27,0,118.81,119.92,118.26,119.64
2005-05-30,0,120.47,121.02,119.37,121.02
2005-05-31,0,121.02,121.58,119.37,119.37
2005-06-01,0,119.37,120.47,118.54,119.92
2005-06-02,0,120.75,120.75,117.16,117.98
2005-06-03,1,117.98,118.81,113.01,114.39
2005-06-06,1,114.39,115.22,112.73,113.29
2005-06-07,1,113.84,114.39,112.18,112.18
2005-06-08,1,112.18,118.26,112.18,118.26
2005-06-09,1,118.26,118.26,114.94,114.94
2005-06-10,0,117.71,117.71,115.5,116.05
2005-06-13,1,117.16,117.71,115.5,116.6
2005-06-14,0,117.16,119.64,116.33,116.88
2005-06-15,1,117.71,118.26,116.33,116.88
2005-06-16,1,118.26,118.26,116.33,116.33
2005-06-17,1,116.33,117.43,113.29,113.29
2005-06-20,0,113.29,114.94,111.91,111.91
2005-06-21,1,111.63,113.56,111.63,113.01
2005-06-22,0,113.29,114.67,113.29,114.39
2005-06-23,0,115.22,115.5,114.39,115.5
2005-06-24,1,115.5,115.5,113.29,113.56
2005-06-27,0,113.29,113.56,112.73,113.29
2005-06-28,0,113.29,114.94,113.01,114.12
2005-06-29,1,114.94,117.16,114.12,114.94
2005-06-30,1,115.22,116.6,114.12,114.94
2005-07-01,0,114.39,114.94,113.84,114.94
2005-07-04,0,114.94,116.05,114.12,114.39
2005-07-05,1,115.22,115.22,113.29,113.56
2005-07-06,1,117.71,121.3,116.6,121.3
2005-07-07,1,121.58,127.93,121.02,125.72
2005-07-08,0,126.0,132.63,126.0,132.35
2005-07-11,0,134.84,138.15,134.84,138.15
2005-07-12,1,137.88,137.88,135.39,136.5
2005-07-13,0,136.5,140.92,134.56,134.56
2005-07-14,1,135.67,137.05,134.56,135.39
2005-07-15,1,137.6,140.37,135.67,135.67
2005-07-19,1,135.39,135.39,133.18,134.56
2005-07-20,1,135.94,143.13,135.94,138.15
2005-07-21,1,138.15,145.34,135.94,136.77
2005-07-22,0,137.05,137.05,129.31,130.97
2005-07-25,0,130.97,133.18,130.42,133.18
2005-07-26,0,133.18,138.43,133.18,134.56
2005-07-27,0,137.05,139.26,134.84,135.94
2005-07-28,1,138.15,145.34,137.05,145.34
2005-07-29,0,148.1,150.87,145.34,149.21
2005-08-01,1,151.97,153.63,147.55,149.21
2005-08-02,1,149.21,150.31,138.98,138.98
2005-08-03,0,140.92,148.65,139.26,146.44
2005-08-04,1,146.72,149.21,144.79,144.79
2005-08-08,0,147.0,154.73,143.68,153.08
2005-08-09,1,152.52,154.46,148.65,154.18
2005-08-10,1,154.18,154.18,145.62,147.0
2005-08-11,0,144.9,152.28,144.02,152.28
2005-08-12,0,153.46,154.64,149.33,152.28
2005-08-15,1,151.1,151.1,144.61,145.79
2005-08-16,0,146.38,146.97,140.77,144.02
2005-08-17,1,144.02,151.4,141.66,148.15
2005-08-18,1,148.15,154.94,147.56,154.94
2005-08-19,1,154.94,157.0,150.81,151.4
2005-08-22,0,152.87,154.64,151.69,153.46
